Label,Worksheet ,Beginning Line , Ending Line,Begin Column,Ending Column ,Usage,NOTES 
B_2_C27_66,B000002,6620,6624,2700,2700,NUMERIC,
B_2_C27_67,B000002,6700,6719,2700,2700,NUMERIC,
B_2_C27_67,B000002,6720,6724,2700,2700,NUMERIC,
B_2_C27_68,B000002,5950,5999,2700,2700,NUMERIC,
B_2_C27_69,B000002,6900,6909,2700,2700,NUMERIC,
B_2_C27_6910,B000002,6910,6919,2700,2700,NUMERIC,
B_2_C27_6920,B000002,6920,6929,2700,2700,NUMERIC,
B_2_C27_6930,B000002,6930,6939,2700,2700,NUMERIC,
B_2_C27_6940,B000002,6940,6949,2700,2700,NUMERIC,
B_2_C27_71,B000002,7100,7109,2700,2700,NUMERIC,
B_2_C27_86,B000002,8600,8619,2700,2700,NUMERIC,
B_2_C27_92,B000002,9200,9219,2700,2700,NUMERIC,
B_2_C27_93,B000002,9300,9304,2700,2700,NUMERIC,
B_2_C27_94,B000002,6950,6999,2700,2700,NUMERIC,
B_2_C27_96,B000002,9600,9619,2700,2700,NUMERIC,
B_2_C27_97,B000002,9700,9719,2700,2700,NUMERIC,
B_2_C27_98,B000002,9800,9819,2700,2700,NUMERIC,
B_2_C27_99,B000002,9900,9919,2700,2700,NUMERIC,
B_3_C27_100,B000003,7950,7999,2700,2700,NUMERIC,
B_3_C27_26,B000003,2600,2619,2700,2700,NUMERIC,
B_3_C27_27,B000003,2700,2719,2700,2700,NUMERIC,
B_3_C27_28,B000003,2800,2819,2700,2700,NUMERIC,
B_3_C27_29,B000003,2900,2919,2700,2700,NUMERIC,
B_3_C27_30,B000003,2140,2159,2700,2700,NUMERIC,
B_3_C27_30,B000003,2080,2099,2700,2700,NUMERIC,
B_3_C27_30,B000003,2060,2079,2700,2700,NUMERIC,
B_3_C27_30,B000003,2180,2199,2700,2700,NUMERIC,
B_3_C27_30,B000003,2040,2059,2700,2700,NUMERIC,
B_3_C27_30,B000003,2120,2139,2700,2700,NUMERIC,
B_3_C27_37,B000003,3700,3729,2700,2700,NUMERIC,
B_3_C27_37,B000003,3540,3549,2700,2700,NUMERIC,
B_3_C27_37,B000003,3220,3229,2700,2700,NUMERIC,
B_3_C27_37,B000003,3330,3339,2700,2700,NUMERIC,
B_3_C27_38,B000003,3800,3829,2700,2700,NUMERIC,
B_3_C27_39,B000003,3900,3929,2700,2700,NUMERIC,
B_3_C27_39,B000003,3070,3079,2700,2700,NUMERIC,
B_3_C27_40,B000003,4000,4029,2700,2700,NUMERIC,
B_3_C27_40,B000003,3020,3029,2700,2700,NUMERIC,
B_3_C27_41,B000003,4100,4129,2700,2700,NUMERIC,
B_3_C27_41,B000003,3450,3459,2700,2700,NUMERIC,
B_3_C27_41,B000003,3630,3639,2700,2700,NUMERIC,
B_3_C27_41,B000003,3440,3449,2700,2700,NUMERIC,
B_3_C27_41,B000003,3030,3039,2700,2700,NUMERIC,
B_3_C27_41,B000003,3260,3269,2700,2700,NUMERIC,
B_3_C27_41,B000003,3230,3239,2700,2700,NUMERIC,
B_3_C27_41,B000003,3430,3439,2700,2700,NUMERIC,
B_3_C27_42,B000003,4200,4229,2700,2700,NUMERIC,
B_3_C27_42,B000003,3470,3479,2700,2700,NUMERIC,
B_3_C27_42,B000003,3320,3329,2700,2700,NUMERIC,
B_3_C27_42,B000003,3190,3199,2700,2700,NUMERIC,
B_3_C27_43,B000003,4300,4329,2700,2700,NUMERIC,
B_3_C27_44,B000003,4400,4429,2700,2700,NUMERIC,
B_3_C27_44,B000003,3480,3489,2700,2700,NUMERIC,
B_3_C27_44,B000003,3060,3069,2700,2700,NUMERIC,
B_3_C27_44,B000003,3350,3359,2700,2700,NUMERIC,
B_3_C27_44,B000003,3240,3249,2700,2700,NUMERIC,
B_3_C27_44,B000003,3380,3389,2700,2700,NUMERIC,
B_3_C27_44,B000003,3050,3059,2700,2700,NUMERIC,
B_3_C27_44,B000003,3180,3189,2700,2700,NUMERIC,
B_3_C27_44,B000003,3650,3659,2700,2700,NUMERIC,
B_3_C27_44,B000003,3420,3429,2700,2700,NUMERIC,
B_3_C27_44,B000003,3390,3399,2700,2700,NUMERIC,
B_3_C27_44,B000003,3360,3369,2700,2700,NUMERIC,
B_3_C27_44,B000003,3640,3649,2700,2700,NUMERIC,
B_3_C27_44,B000003,3340,3349,2700,2700,NUMERIC,
B_3_C27_46,B000003,4600,4629,2700,2700,NUMERIC,
B_3_C27_47,B000003,4700,4729,2700,2700,NUMERIC,
B_3_C27_48,B000003,4800,4829,2700,2700,NUMERIC,
B_3_C27_49,B000003,4900,4929,2700,2700,NUMERIC,
B_3_C27_49,B000003,3560,3569,2700,2700,NUMERIC,
B_3_C27_50,B000003,5000,5029,2700,2700,NUMERIC,
B_3_C27_50,B000003,3530,3539,2700,2700,NUMERIC,
B_3_C27_51,B000003,5100,5129,2700,2700,NUMERIC,
B_3_C27_52,B000003,5200,5229,2700,2700,NUMERIC,
B_3_C27_53,B000003,5300,5329,2700,2700,NUMERIC,
B_3_C27_53,B000003,3280,3289,2700,2700,NUMERIC,
B_3_C27_53,B000003,3290,3299,2700,2700,NUMERIC,
B_3_C27_53,B000003,3160,3179,2700,2700,NUMERIC,
B_3_C27_53,B000003,3620,3629,2700,2700,NUMERIC,
B_3_C27_53,B000003,3140,3159,2700,2700,NUMERIC,
B_3_C27_53,B000003,3370,3379,2700,2700,NUMERIC,
B_3_C27_53,B000003,3120,3129,2700,2700,NUMERIC,
B_3_C27_54,B000003,5400,5429,2700,2700,NUMERIC,
B_3_C27_55,B000003,5500,5529,2700,2700,NUMERIC,
B_3_C27_56,B000003,5600,5629,2700,2700,NUMERIC,
B_3_C27_58,B000003,5800,5829,2700,2700,NUMERIC,
B_3_C27_59,B000003,3040,3049,2700,2700,NUMERIC,
B_3_C27_59,B000003,3250,3259,2700,2700,NUMERIC,
B_3_C27_59,B000003,3580,3589,2700,2700,NUMERIC,
B_3_C27_59,B000003,3550,3559,2700,2700,NUMERIC,
B_3_C27_59,B000003,3520,3529,2700,2700,NUMERIC,
B_3_C27_59,B000003,3950,3999,2700,2700,NUMERIC,
B_3_C27_60,B000003,6000,6099,2700,2700,NUMERIC,
B_3_C27_61,B000003,6100,6119,2700,2700,NUMERIC,
B_3_C27_6201,B000003,6201,6210,2700,2700,NUMERIC,
B_3_C27_63,B000003,4040,4049,2700,2700,NUMERIC,
B_3_C27_63,B000003,4050,4059,2700,2700,NUMERIC,
B_3_C27_63,B000003,4950,4999,2700,2700,NUMERIC,
B_3_C27_6350,B000003,6310,6319,2700,2700,NUMERIC,
B_3_C27_6350,B000003,6350,6364,2700,2700,NUMERIC,
B_3_C27_6360,B000003,6320,6344,2700,2700,NUMERIC,
B_3_C27_66,B000003,6600,6619,2700,2700,NUMERIC,
B_3_C27_66,B000003,6620,6624,2700,2700,NUMERIC,
B_3_C27_67,B000003,6700,6719,2700,2700,NUMERIC,
B_3_C27_67,B000003,6720,6724,2700,2700,NUMERIC,
B_3_C27_68,B000003,5950,5999,2700,2700,NUMERIC,
B_3_C27_69,B000003,6900,6909,2700,2700,NUMERIC,
B_3_C27_6910,B000003,6910,6919,2700,2700,NUMERIC,
B_3_C27_6920,B000003,6920,6929,2700,2700,NUMERIC,
B_3_C27_6930,B000003,6930,6939,2700,2700,NUMERIC,
B_3_C27_6940,B000003,6940,6949,2700,2700,NUMERIC,
B_3_C27_71,B000003,7100,7109,2700,2700,NUMERIC,
B_3_C27_86,B000003,8600,8619,2700,2700,NUMERIC,
B_3_C27_92,B000003,9200,9219,2700,2700,NUMERIC,
B_3_C27_93,B000003,9300,9304,2700,2700,NUMERIC,
B_3_C27_94,B000003,6950,6999,2700,2700,NUMERIC,
B_3_C27_96,B000003,9600,9619,2700,2700,NUMERIC,
B_3_C27_97,B000003,9700,9719,2700,2700,NUMERIC,
B_3_C27_98,B000003,9800,9819,2700,2700,NUMERIC,
B_3_C27_99,B000003,9900,9919,2700,2700,NUMERIC,
C_1_C2_49,C000001,4900,4929,200,200,NUMERIC,
C_1_C2_49,C000001,3560,3569,200,200,NUMERIC,
C_1_C2_50,C000001,5000,5029,200,200,NUMERIC,
C_1_C2_50,C000001,3530,3539,200,200,NUMERIC,
C_1_C2_51,C000001,5100,5129,200,200,NUMERIC,
C_1_C2_52,C000001,5200,5229,200,200,NUMERIC,
C_1_C5_26,C000001,2600,2619,500,500,NUMERIC,
C_1_C5_27,C000001,2700,2719,500,500,NUMERIC,
C_1_C5_28,C000001,2800,2819,500,500,NUMERIC,
C_1_C5_29,C000001,2900,2919,500,500,NUMERIC,
C_1_C5_30,C000001,2140,2159,500,500,NUMERIC,
C_1_C5_30,C000001,2080,2099,500,500,NUMERIC,
C_1_C5_30,C000001,2060,2079,500,500,NUMERIC,
C_1_C5_30,C000001,2180,2199,500,500,NUMERIC,
C_1_C5_30,C000001,2040,2059,500,500,NUMERIC,
C_1_C5_30,C000001,2120,2139,500,500,NUMERIC,
C_1_C5_37,C000001,3700,3729,500,500,NUMERIC,
C_1_C5_37,C000001,3540,3549,500,500,NUMERIC,
C_1_C5_37,C000001,3220,3229,500,500,NUMERIC,
C_1_C5_37,C000001,3330,3339,500,500,NUMERIC,
C_1_C5_38,C000001,3800,3829,500,500,NUMERIC,
C_1_C5_39,C000001,3900,3929,500,500,NUMERIC,
C_1_C5_39,C000001,3070,3079,500,500,NUMERIC,
C_1_C5_40,C000001,4000,4029,500,500,NUMERIC,
C_1_C5_40,C000001,3020,3029,500,500,NUMERIC,
C_1_C5_41,C000001,4100,4129,500,500,NUMERIC,
C_1_C5_41,C000001,3450,3459,500,500,NUMERIC,
C_1_C5_41,C000001,3630,3639,500,500,NUMERIC,
C_1_C5_41,C000001,3440,3449,500,500,NUMERIC,
C_1_C5_41,C000001,3030,3039,500,500,NUMERIC,
C_1_C5_41,C000001,3260,3269,500,500,NUMERIC,
C_1_C5_41,C000001,3230,3239,500,500,NUMERIC,
C_1_C5_41,C000001,3430,3439,500,500,NUMERIC,
C_1_C5_42,C000001,4200,4229,500,500,NUMERIC,
C_1_C5_42,C000001,3470,3479,500,500,NUMERIC,
C_1_C5_42,C000001,3320,3329,500,500,NUMERIC,
C_1_C5_42,C000001,3190,3199,500,500,NUMERIC,
C_1_C5_43,C000001,4300,4329,500,500,NUMERIC,
C_1_C5_44,C000001,4400,4429,500,500,NUMERIC,
C_1_C5_44,C000001,3480,3489,500,500,NUMERIC,
C_1_C5_44,C000001,3060,3069,500,500,NUMERIC,
C_1_C5_44,C000001,3350,3359,500,500,NUMERIC,
C_1_C5_44,C000001,3240,3249,500,500,NUMERIC,
C_1_C5_44,C000001,3380,3389,500,500,NUMERIC,
C_1_C5_44,C000001,3050,3059,500,500,NUMERIC,
C_1_C5_44,C000001,3180,3189,500,500,NUMERIC,
C_1_C5_44,C000001,3650,3659,500,500,NUMERIC,
C_1_C5_44,C000001,3420,3429,500,500,NUMERIC,
C_1_C5_44,C000001,3390,3399,500,500,NUMERIC,
C_1_C5_44,C000001,3360,3369,500,500,NUMERIC,
C_1_C5_44,C000001,3640,3649,500,500,NUMERIC,
C_1_C5_44,C000001,3340,3349,500,500,NUMERIC,
C_1_C5_46,C000001,4600,4629,500,500,NUMERIC,
C_1_C5_47,C000001,4700,4729,500,500,NUMERIC,
C_1_C5_48,C000001,4800,4829,500,500,NUMERIC,
C_1_C5_49,C000001,4900,4929,500,500,NUMERIC,
C_1_C5_49,C000001,3560,3569,500,500,NUMERIC,
C_1_C5_50,C000001,5000,5029,500,500,NUMERIC,
C_1_C5_50,C000001,3530,3539,500,500,NUMERIC,
C_1_C5_51,C000001,5100,5129,500,500,NUMERIC,
C_1_C5_52,C000001,5200,5229,500,500,NUMERIC,
C_1_C5_53,C000001,5300,5329,500,500,NUMERIC,
C_1_C5_53,C000001,3280,3289,500,500,NUMERIC,
C_1_C5_53,C000001,3290,3299,500,500,NUMERIC,
C_1_C5_53,C000001,3160,3179,500,500,NUMERIC,
C_1_C5_53,C000001,3620,3629,500,500,NUMERIC,
C_1_C5_53,C000001,3140,3159,500,500,NUMERIC,
C_1_C5_53,C000001,3370,3379,500,500,NUMERIC,
C_1_C5_53,C000001,3120,3129,500,500,NUMERIC,
C_1_C5_54,C000001,5400,5429,500,500,NUMERIC,
C_1_C5_55,C000001,5500,5529,500,500,NUMERIC,
C_1_C5_56,C000001,5600,5629,500,500,NUMERIC,
C_1_C5_58,C000001,5800,5829,500,500,NUMERIC,
C_1_C5_59,C000001,3040,3049,500,500,NUMERIC,
C_1_C5_59,C000001,3250,3259,500,500,NUMERIC,
C_1_C5_59,C000001,3580,3589,500,500,NUMERIC,
C_1_C5_59,C000001,3550,3559,500,500,NUMERIC,
C_1_C5_59,C000001,3520,3529,500,500,NUMERIC,
C_1_C5_59,C000001,3950,3999,500,500,NUMERIC,
C_1_C5_60,C000001,6000,6099,500,500,NUMERIC,
C_1_C5_61,C000001,6100,6119,500,500,NUMERIC,
C_1_C5_6201,C000001,6201,6210,500,500,NUMERIC,
C_1_C5_63,C000001,4040,4049,500,500,NUMERIC,
C_1_C5_63,C000001,4050,4059,500,500,NUMERIC,
C_1_C5_63,C000001,4950,4999,500,500,NUMERIC,
C_1_C5_6350,C000001,6310,6319,500,500,NUMERIC,
C_1_C5_6350,C000001,6350,6364,500,500,NUMERIC,
C_1_C5_6360,C000001,6320,6344,500,500,NUMERIC,
C_1_C5_66,C000001,6600,6619,500,500,NUMERIC,
C_1_C5_66,C000001,6620,6624,500,500,NUMERIC,
C_1_C5_67,C000001,6700,6719,500,500,NUMERIC,
C_1_C5_67,C000001,6720,6724,500,500,NUMERIC,
C_1_C5_68,C000001,5950,5999,500,500,NUMERIC,
C_1_C6_26,C000001,2600,2619,600,600,NUMERIC,
C_1_C6_27,C000001,2700,2719,600,600,NUMERIC,
C_1_C6_28,C000001,2800,2819,600,600,NUMERIC,
C_1_C6_29,C000001,2900,2919,600,600,NUMERIC,
C_1_C6_30,C000001,2140,2159,600,600,NUMERIC,
C_1_C6_30,C000001,2080,2099,600,600,NUMERIC,
C_1_C6_30,C000001,2060,2079,600,600,NUMERIC,
C_1_C6_30,C000001,2180,2199,600,600,NUMERIC,
C_1_C6_30,C000001,2040,2059,600,600,NUMERIC,
C_1_C6_30,C000001,2120,2139,600,600,NUMERIC,
C_1_C6_37,C000001,3700,3729,600,600,NUMERIC,
C_1_C6_37,C000001,3540,3549,600,600,NUMERIC,
C_1_C6_37,C000001,3220,3229,600,600,NUMERIC,
C_1_C6_37,C000001,3330,3339,600,600,NUMERIC,
C_1_C6_38,C000001,3800,3829,600,600,NUMERIC,
C_1_C6_39,C000001,3900,3929,600,600,NUMERIC,
C_1_C6_39,C000001,3070,3079,600,600,NUMERIC,
C_1_C6_40,C000001,4000,4029,600,600,NUMERIC,
C_1_C6_40,C000001,3020,3029,600,600,NUMERIC,
C_1_C6_41,C000001,4100,4129,600,600,NUMERIC,
C_1_C6_41,C000001,3450,3459,600,600,NUMERIC,
C_1_C6_41,C000001,3630,3639,600,600,NUMERIC,
C_1_C6_41,C000001,3440,3449,600,600,NUMERIC,
C_1_C6_41,C000001,3030,3039,600,600,NUMERIC,
C_1_C6_41,C000001,3260,3269,600,600,NUMERIC,
C_1_C6_41,C000001,3230,3239,600,600,NUMERIC,
C_1_C6_41,C000001,3430,3439,600,600,NUMERIC,
C_1_C6_42,C000001,4200,4229,600,600,NUMERIC,
C_1_C6_42,C000001,3470,3479,600,600,NUMERIC,
C_1_C6_42,C000001,3320,3329,600,600,NUMERIC,
C_1_C6_42,C000001,3190,3199,600,600,NUMERIC,
C_1_C6_43,C000001,4300,4329,600,600,NUMERIC,
C_1_C6_44,C000001,4400,4429,600,600,NUMERIC,
C_1_C6_44,C000001,3480,3489,600,600,NUMERIC,
C_1_C6_44,C000001,3060,3069,600,600,NUMERIC,
C_1_C6_44,C000001,3350,3359,600,600,NUMERIC,
C_1_C6_44,C000001,3240,3249,600,600,NUMERIC,
C_1_C6_44,C000001,3380,3389,600,600,NUMERIC,
C_1_C6_44,C000001,3050,3059,600,600,NUMERIC,
C_1_C6_44,C000001,3180,3189,600,600,NUMERIC,
C_1_C6_44,C000001,3650,3659,600,600,NUMERIC,
C_1_C6_44,C000001,3420,3429,600,600,NUMERIC,
C_1_C6_44,C000001,3390,3399,600,600,NUMERIC,
C_1_C6_44,C000001,3360,3369,600,600,NUMERIC,
C_1_C6_44,C000001,3640,3649,600,600,NUMERIC,
C_1_C6_44,C000001,3340,3349,600,600,NUMERIC,
C_1_C6_46,C000001,4600,4629,600,600,NUMERIC,
C_1_C6_47,C000001,4700,4729,600,600,NUMERIC,
C_1_C6_48,C000001,4800,4829,600,600,NUMERIC,
C_1_C6_49,C000001,4900,4929,600,600,NUMERIC,
C_1_C6_49,C000001,3560,3569,600,600,NUMERIC,
C_1_C6_50,C000001,5000,5029,600,600,NUMERIC,
C_1_C6_50,C000001,3530,3539,600,600,NUMERIC,
C_1_C6_51,C000001,5100,5129,600,600,NUMERIC,
C_1_C6_52,C000001,5200,5229,600,600,NUMERIC,
C_1_C6_53,C000001,5300,5329,600,600,NUMERIC,
C_1_C6_53,C000001,3280,3289,600,600,NUMERIC,
C_1_C6_53,C000001,3290,3299,600,600,NUMERIC,
C_1_C6_53,C000001,3160,3179,600,600,NUMERIC,
C_1_C6_53,C000001,3620,3629,600,600,NUMERIC,
C_1_C6_53,C000001,3140,3159,600,600,NUMERIC,
C_1_C6_53,C000001,3370,3379,600,600,NUMERIC,
C_1_C6_53,C000001,3120,3129,600,600,NUMERIC,
C_1_C6_54,C000001,5400,5429,600,600,NUMERIC,
C_1_C6_55,C000001,5500,5529,600,600,NUMERIC,
C_1_C6_56,C000001,5600,5629,600,600,NUMERIC,
C_1_C6_58,C000001,5800,5829,600,600,NUMERIC,
C_1_C6_59,C000001,3040,3049,600,600,NUMERIC,
C_1_C6_59,C000001,3250,3259,600,600,NUMERIC,
C_1_C6_59,C000001,3580,3589,600,600,NUMERIC,
C_1_C6_59,C000001,3550,3559,600,600,NUMERIC,
C_1_C6_59,C000001,3520,3529,600,600,NUMERIC,
C_1_C6_59,C000001,3950,3999,600,600,NUMERIC,
C_1_C6_60,C000001,6000,6099,600,600,NUMERIC,
C_1_C6_61,C000001,6100,6119,600,600,NUMERIC,
C_1_C6_6201,C000001,6201,6210,600,600,NUMERIC,
C_1_C6_63,C000001,4040,4049,600,600,NUMERIC,
C_1_C6_63,C000001,4050,4059,600,600,NUMERIC,
C_1_C6_63,C000001,4950,4999,600,600,NUMERIC,
C_1_C6_6350,C000001,6310,6319,600,600,NUMERIC,
C_1_C6_6350,C000001,6350,6364,600,600,NUMERIC,
C_1_C6_6360,C000001,6320,6344,600,600,NUMERIC,
C_1_C6_66,C000001,6600,6619,600,600,NUMERIC,
C_1_C6_66,C000001,6620,6624,600,600,NUMERIC,
C_1_C6_67,C000001,6700,6719,600,600,NUMERIC,
C_1_C6_67,C000001,6720,6724,600,600,NUMERIC,
C_1_C6_68,C000001,5950,5999,600,600,NUMERIC,
C_1_C7_37,C000001,3700,3729,700,700,NUMERIC,
C_1_C7_37,C000001,3540,3549,700,700,NUMERIC,
C_1_C7_37,C000001,3220,3229,700,700,NUMERIC,
C_1_C7_37,C000001,3330,3339,700,700,NUMERIC,
C_1_C7_38,C000001,3800,3829,700,700,NUMERIC,
C_1_C7_39,C000001,3900,3929,700,700,NUMERIC,
C_1_C7_39,C000001,3070,3079,700,700,NUMERIC,
C_1_C7_40,C000001,4000,4029,700,700,NUMERIC,
C_1_C7_40,C000001,3020,3029,700,700,NUMERIC,
C_1_C7_41,C000001,4100,4129,700,700,NUMERIC,
C_1_C7_41,C000001,3450,3459,700,700,NUMERIC,
C_1_C7_41,C000001,3630,3639,700,700,NUMERIC,
C_1_C7_41,C000001,3440,3449,700,700,NUMERIC,
C_1_C7_41,C000001,3030,3039,700,700,NUMERIC,
C_1_C7_41,C000001,3260,3269,700,700,NUMERIC,
C_1_C7_41,C000001,3230,3239,700,700,NUMERIC,
C_1_C7_41,C000001,3430,3439,700,700,NUMERIC,
C_1_C7_42,C000001,4200,4229,700,700,NUMERIC,
C_1_C7_42,C000001,3470,3479,700,700,NUMERIC,
C_1_C7_42,C000001,3320,3329,700,700,NUMERIC,
C_1_C7_42,C000001,3190,3199,700,700,NUMERIC,
C_1_C7_43,C000001,4300,4329,700,700,NUMERIC,
C_1_C7_44,C000001,4400,4429,700,700,NUMERIC,
C_1_C7_44,C000001,3480,3489,700,700,NUMERIC,
C_1_C7_44,C000001,3060,3069,700,700,NUMERIC,
C_1_C7_44,C000001,3350,3359,700,700,NUMERIC,
C_1_C7_44,C000001,3240,3249,700,700,NUMERIC,
C_1_C7_44,C000001,3380,3389,700,700,NUMERIC,
C_1_C7_44,C000001,3050,3059,700,700,NUMERIC,
C_1_C7_44,C000001,3180,3189,700,700,NUMERIC,
C_1_C7_44,C000001,3650,3659,700,700,NUMERIC,
C_1_C7_44,C000001,3420,3429,700,700,NUMERIC,
C_1_C7_44,C000001,3390,3399,700,700,NUMERIC,
C_1_C7_44,C000001,3360,3369,700,700,NUMERIC,
C_1_C7_44,C000001,3640,3649,700,700,NUMERIC,
C_1_C7_44,C000001,3340,3349,700,700,NUMERIC,
C_1_C7_46,C000001,4600,4629,700,700,NUMERIC,
C_1_C7_47,C000001,4700,4729,700,700,NUMERIC,
C_1_C7_48,C000001,4800,4829,700,700,NUMERIC,
C_1_C7_49,C000001,4900,4929,700,700,NUMERIC,
C_1_C7_49,C000001,3560,3569,700,700,NUMERIC,
C_1_C7_50,C000001,5000,5029,700,700,NUMERIC,
C_1_C7_50,C000001,3530,3539,700,700,NUMERIC,
C_1_C7_51,C000001,5100,5129,700,700,NUMERIC,
C_1_C7_52,C000001,5200,5229,700,700,NUMERIC,
C_1_C7_53,C000001,5300,5329,700,700,NUMERIC,
C_1_C7_53,C000001,3280,3289,700,700,NUMERIC,
C_1_C7_53,C000001,3290,3299,700,700,NUMERIC,
C_1_C7_53,C000001,3160,3179,700,700,NUMERIC,
C_1_C7_53,C000001,3620,3629,700,700,NUMERIC,
C_1_C7_53,C000001,3140,3159,700,700,NUMERIC,
C_1_C7_53,C000001,3370,3379,700,700,NUMERIC,
C_1_C7_53,C000001,3120,3129,700,700,NUMERIC,
C_1_C7_54,C000001,5400,5429,700,700,NUMERIC,
C_1_C7_55,C000001,5500,5529,700,700,NUMERIC,
C_1_C7_56,C000001,5600,5629,700,700,NUMERIC,
C_1_C7_58,C000001,5800,5829,700,700,NUMERIC,
C_1_C7_59,C000001,3040,3049,700,700,NUMERIC,
C_1_C7_59,C000001,3250,3259,700,700,NUMERIC,
C_1_C7_59,C000001,3580,3589,700,700,NUMERIC,
C_1_C7_59,C000001,3550,3559,700,700,NUMERIC,
C_1_C7_59,C000001,3520,3529,700,700,NUMERIC,
C_1_C7_59,C000001,3950,3999,700,700,NUMERIC,
C_1_C7_60,C000001,6000,6099,700,700,NUMERIC,
C_1_C7_61,C000001,6100,6119,700,700,NUMERIC,
C_1_C7_6201,C000001,6201,6210,700,700,NUMERIC,
C_1_C7_63,C000001,4040,4049,700,700,NUMERIC,
C_1_C7_63,C000001,4050,4059,700,700,NUMERIC,
C_1_C7_63,C000001,4950,4999,700,700,NUMERIC,
C_1_C7_6350,C000001,6310,6319,700,700,NUMERIC,
C_1_C7_6350,C000001,6350,6364,700,700,NUMERIC,
C_1_C7_6360,C000001,6320,6344,700,700,NUMERIC,
C_1_C7_66,C000001,6600,6619,700,700,NUMERIC,
C_1_C7_66,C000001,6620,6624,700,700,NUMERIC,
C_1_C7_67,C000001,6700,6719,700,700,NUMERIC,
C_1_C7_67,C000001,6720,6724,700,700,NUMERIC,
C_1_C7_68,C000001,5950,5999,700,700,NUMERIC,
D_1_HOS_C10_26,D00A181,2600,2619,1000,1000,NUMERIC,
D_1_HOS_C10_27,D00A181,2700,2719,1000,1000,NUMERIC,
D_1_HOS_C10_28,D00A181,2800,2819,1000,1000,NUMERIC,
D_1_HOS_C10_29,D00A181,2900,2919,1000,1000,NUMERIC,
D_1_HOS_C10_30,D00A181,2140,2159,1000,1000,NUMERIC,
D_1_HOS_C10_30,D00A181,2080,2099,1000,1000,NUMERIC,
D_1_HOS_C10_30,D00A181,2060,2079,1000,1000,NUMERIC,
D_1_HOS_C10_30,D00A181,2180,2199,1000,1000,NUMERIC,
D_1_HOS_C10_30,D00A181,2040,2059,1000,1000,NUMERIC,
D_1_HOS_C10_30,D00A181,2120,2139,1000,1000,NUMERIC,
D_1_HOS_C12_26,D00A181,2600,2619,1200,1200,NUMERIC,
D_1_HOS_C12_27,D00A181,2700,2719,1200,1200,NUMERIC,
D_1_HOS_C12_28,D00A181,2800,2819,1200,1200,NUMERIC,
D_1_HOS_C12_29,D00A181,2900,2919,1200,1200,NUMERIC,
D_1_HOS_C12_30,D00A181,2140,2159,1200,1200,NUMERIC,
D_1_HOS_C12_30,D00A181,2080,2099,1200,1200,NUMERIC,
D_1_HOS_C12_30,D00A181,2060,2079,1200,1200,NUMERIC,
D_1_HOS_C12_30,D00A181,2180,2199,1200,1200,NUMERIC,
D_1_HOS_C12_30,D00A181,2040,2059,1200,1200,NUMERIC,
D_1_HOS_C12_30,D00A181,2120,2139,1200,1200,NUMERIC,
D_2_HOS_C6_37,D00A182,3700,3729,600,600,NUMERIC,
D_2_HOS_C6_37,D00A182,3540,3549,600,600,NUMERIC,
D_2_HOS_C6_37,D00A182,3220,3229,600,600,NUMERIC,
D_2_HOS_C6_37,D00A182,3330,3339,600,600,NUMERIC,
D_2_HOS_C6_38,D00A182,3800,3829,600,600,NUMERIC,
D_2_HOS_C6_39,D00A182,3900,3929,600,600,NUMERIC,
D_2_HOS_C6_39,D00A182,3070,3079,600,600,NUMERIC,
D_2_HOS_C6_40,D00A182,4000,4029,600,600,NUMERIC,
D_2_HOS_C6_40,D00A182,3020,3029,600,600,NUMERIC,
D_2_HOS_C6_41,D00A182,4100,4129,600,600,NUMERIC,
D_2_HOS_C6_41,D00A182,3450,3459,600,600,NUMERIC,
D_2_HOS_C6_41,D00A182,3630,3639,600,600,NUMERIC,
D_2_HOS_C6_41,D00A182,3440,3449,600,600,NUMERIC,
D_2_HOS_C6_41,D00A182,3030,3039,600,600,NUMERIC,
D_2_HOS_C6_41,D00A182,3260,3269,600,600,NUMERIC,
D_2_HOS_C6_41,D00A182,3230,3239,600,600,NUMERIC,
D_2_HOS_C6_41,D00A182,3430,3439,600,600,NUMERIC,
D_2_HOS_C6_42,D00A182,4200,4229,600,600,NUMERIC,
D_2_HOS_C6_42,D00A182,3470,3479,600,600,NUMERIC,
D_2_HOS_C6_42,D00A182,3320,3329,600,600,NUMERIC,
D_2_HOS_C6_42,D00A182,3190,3199,600,600,NUMERIC,
D_2_HOS_C6_43,D00A182,4300,4329,600,600,NUMERIC,
D_2_HOS_C6_44,D00A182,4400,4429,600,600,NUMERIC,
D_2_HOS_C6_44,D00A182,3480,3489,600,600,NUMERIC,
D_2_HOS_C6_44,D00A182,3060,3069,600,600,NUMERIC,
D_2_HOS_C6_44,D00A182,3350,3359,600,600,NUMERIC,
D_2_HOS_C6_44,D00A182,3240,3249,600,600,NUMERIC,
D_2_HOS_C6_44,D00A182,3380,3389,600,600,NUMERIC,
D_2_HOS_C6_44,D00A182,3050,3059,600,600,NUMERIC,
D_2_HOS_C6_44,D00A182,3180,3189,600,600,NUMERIC,
D_2_HOS_C6_44,D00A182,3650,3659,600,600,NUMERIC,
D_2_HOS_C6_44,D00A182,3420,3429,600,600,NUMERIC,
D_2_HOS_C6_44,D00A182,3390,3399,600,600,NUMERIC,
D_2_HOS_C6_44,D00A182,3360,3369,600,600,NUMERIC,
